,sigma,function,mae_nn_interp.,mae_nn_extrap.,mae_mdl_interp.,mae_mdl_extrap.,rmse_nn_interp.,rmse_nn_extrap.,rmse_mdl_interp.,rmse_mdl_extrap.,r
62,0.18,5,0.04918272146551811,0.5651990856491509,0.03374169276893276,0.04344572150112791,0.056057644122856964,0.7285240521240738,0.03768065994444235,0.04711371229339447,2
63,0.2,5,0.05544412373745453,0.6325986063758134,0.12868432795728565,0.2310668553556321,0.07601083700520972,0.7647257594133443,0.15844554885689607,0.24360786698687809,0
64,0.2,5,0.05662712189079611,0.5842642640364594,0.13075734828593133,0.2017030634179928,0.06951733139350275,0.6345912242385121,0.15370536391152073,0.21595607656687674,1
65,0.2,5,0.07550811709419526,0.15255565775251112,0.1291738253288868,0.2482022089580786,0.0806717343092137,0.15503120509600413,0.16360082053629516,0.259917751886295,2
66,0.0,7,0.003427887038785924,0.00410144565986222,1.597638011045957e-16,4.975939339283834e-16,0.003984538239322925,0.00448422593430945,2.31328053018469e-16,5.98990105637585e-16,0
67,0.0,7,0.0015907854982586762,0.039091785591683234,1.6563083334854978e-16,8.935288921079574e-16,0.0020010117795666443,0.04534828628662883,2.564927177580404e-16,9.930136612989092e-16,1
68,0.0,7,0.0017465077042810699,0.032000431846103024,4.711154682267507e-13,6.599202576631544e-11,0.0021253241311315527,0.03645842116320041,5.789915420835574e-13,8.969403620937857e-11,2
69,0.02,7,0.00771014073092669,0.06170965309444022,0.009800467500393418,0.07378191131998166,0.009883581602296018,0.06986413111933122,0.01159021055959991,0.08235005355544045,0
70,0.02,7,0.006070427663112638,0.0876910992514917,0.006419181233223827,0.06908296908145874,0.007754481155546628,0.09677938871547832,0.007058579455022882,0.0794724444669306,1
71,0.02,7,0.006423221009622158,0.04682188181214026,0.005199144057111803,0.03762568386383838,0.007756850744634718,0.05399963655156829,0.00614732781848604,0.044896204059606724,2
72,0.04,7,0.010859199441244706,0.08294275765974682,0.008726253129078218,0.0913507769150331,0.012627899552659461,0.09518282336402671,0.011773166296702855,0.09896483745246577,0
73,0.04,7,0.01291432843492193,0.054792992292192456,0.012537845506294906,0.10623138480003201,0.015738548958474985,0.06574139641744288,0.015570911293344475,0.11355460519855105,1
74,0.04,7,0.01481932178016655,0.04330153102618012,0.021139966571031978,0.20823420093002729,0.017101168663878338,0.05489684872513737,0.024960854077925417,0.2258624601151216,2
75,0.06,7,0.009564682135097624,0.0547925339923557,0.00822926339857994,0.09172378397545942,0.01085729259576738,0.06783661469401293,0.011928043614553695,0.09964712015660028,0
76,0.06,7,0.026652468973107454,0.18206715099871698,0.01423955542040473,0.08026468117303079,0.02981748055502993,0.20089147324091763,0.018851385652234303,0.08731883300400108,1
77,0.06,7,0.006207602239526903,0.00892505641128966,0.011509137969306226,0.0671333729329695,0.006959946683208196,0.009996952473982674,0.0170280212591953,0.07458432696102933,2
78,0.08,7,0.008234806042500873,0.050300947098544505,0.021004600187257666,0.01176310266915883,0.010908913530698037,0.05417959868345001,0.02622152761768561,0.013230930160712003,0
